posteam,yardline_100,game_seconds_remaining,qtr,down,ydstogo,play_type,score_differential
KC,84.0,2751.0,1,3.0,4,pass,3.0
KC,79.0,2712.0,1,1.0,10,run,3.0
KC,,2700.0,1,,0,,3.0
KC,77.0,2700.0,2,2.0,8,no_play,3.0
KC,82.0,2700.0,2,2.0,13,run,3.0
KC,80.0,2658.0,2,3.0,11,pass,3.0
KC,74.0,2621.0,2,4.0,5,punt,3.0
LV,73.0,2610.0,2,1.0,10,pass,-3.0
LV,73.0,2605.0,2,2.0,10,run,-3.0
LV,67.0,2561.0,2,3.0,4,pass,-3.0
LV,67.0,2558.0,2,4.0,4,run,-3.0
KC,36.0,2552.0,2,1.0,10,pass,3.0
KC,33.0,2508.0,2,2.0,7,pass,3.0
LV,44.0,2497.0,2,1.0,10,run,-3.0
LV,32.0,2457.0,2,1.0,10,run,-3.0
LV,28.0,2415.0,2,2.0,6,run,-3.0
LV,23.0,2374.0,2,3.0,1,run,-3.0
LV,20.0,2336.0,2,1.0,10,pass,-3.0
LV,20.0,2330.0,2,2.0,10,run,-3.0
LV,17.0,2288.0,2,3.0,7,pass,-3.0
LV,14.0,2244.0,2,4.0,4,field_goal,-3.0
KC,35.0,2240.0,2,,0,kickoff,0.0
KC,65.0,2240.0,2,1.0,10,pass,0.0
KC,65.0,2236.0,2,2.0,10,pass,0.0
KC,65.0,2229.0,2,3.0,10,pass,0.0
KC,61.0,2187.0,2,4.0,6,punt,0.0
LV,88.0,2179.0,2,1.0,10,run,0.0
LV,87.0,2140.0,2,2.0,9,no_play,0.0
LV,82.0,2136.0,2,1.0,10,pass,0.0
LV,68.0,2112.0,2,1.0,10,pass,0.0
LV,68.0,2109.0,2,2.0,10,run,0.0
LV,61.0,2068.0,2,3.0,3,pass,0.0
LV,61.0,2063.0,2,4.0,3,punt,0.0
KC,91.0,2055.0,2,1.0,10,run,0.0
KC,83.0,2020.0,2,2.0,2,run,0.0
KC,82.0,1982.0,2,3.0,1,run,0.0
LV,18.0,1977.0,2,1.0,10,no_play,0.0
LV,13.0,1971.0,2,1.0,10,run,0.0
LV,6.0,1933.0,2,2.0,3,run,0.0
LV,4.0,1920.0,2,3.0,1,run,0.0
,,1916.0,2,,0,no_play,
LV,5.0,1916.0,2,4.0,2,field_goal,0.0
KC,35.0,1912.0,2,,0,kickoff,-3.0
KC,65.0,1912.0,2,1.0,10,no_play,-3.0
KC,75.0,1903.0,2,1.0,20,pass,-3.0
,,1891.0,2,,0,no_play,
KC,62.0,1891.0,2,2.0,7,pass,-3.0
,,1874.0,2,,0,no_play,
KC,65.0,1874.0,2,3.0,10,pass,-3.0
KC,54.0,1850.0,2,1.0,10,pass,-3.0
KC,48.0,1844.0,2,2.0,4,pass,-3.0
,,1835.0,2,,0,no_play,
KC,59.0,1835.0,2,3.0,15,pass,-3.0
,,1800.0,2,,0,,
LV,35.0,1800.0,3,,0,kickoff,3.0
LV,59.0,1792.0,3,1.0,10,pass,3.0
LV,36.0,1750.0,3,1.0,10,no_play,3.0
LV,41.0,1728.0,3,1.0,15,run,3.0
LV,37.0,1696.0,3,2.0,11,run,3.0
LV,34.0,1656.0,3,3.0,8,run,3.0
LV,27.0,1609.0,3,4.0,1,run,3.0
KC,72.0,1604.0,3,1.0,10,pass,-3.0
KC,62.0,1566.0,3,1.0,10,run,-3.0
KC,62.0,1530.0,3,2.0,10,pass,-3.0
KC,57.0,1490.0,3,3.0,5,run,-3.0
KC,53.0,1447.0,3,4.0,1,run,-3.0
KC,50.0,1410.0,3,1.0,10,pass,-3.0
KC,45.0,1370.0,3,2.0,5,run,-3.0
KC,35.0,1327.0,3,1.0,10,pass,-3.0
KC,22.0,1287.0,3,1.0,10,run,-3.0
KC,20.0,1245.0,3,2.0,8,pass,-3.0
KC,20.0,1203.0,3,3.0,8,pass,-3.0
KC,22.0,1156.0,3,4.0,10,field_goal,-3.0
LV,35.0,1151.0,3,,0,kickoff,0.0
LV,66.0,1145.0,3,1.0,10,run,0.0
LV,63.0,1108.0,3,2.0,7,run,0.0
LV,65.0,1064.0,3,3.0,9,pass,0.0
LV,54.0,1027.0,3,1.0,10,run,0.0
LV,51.0,985.0,3,2.0,7,no_play,0.0
LV,56.0,963.0,3,2.0,12,run,0.0
LV,54.0,920.0,3,3.0,10,pass,0.0
LV,,900.0,3,,0,,0.0
LV,38.0,900.0,4,1.0,10,run,0.0
LV,35.0,853.0,4,2.0,7,pass,0.0
,,847.0,4,,0,no_play,
LV,35.0,847.0,4,3.0,7,pass,0.0
LV,37.0,801.0,4,4.0,9,field_goal,0.0
KC,35.0,796.0,4,,0,kickoff,-3.0
KC,80.0,796.0,4,1.0,10,run,-3.0
KC,80.0,760.0,4,2.0,10,pass,-3.0
KC,80.0,756.0,4,3.0,10,pass,-3.0
KC,80.0,750.0,4,4.0,10,punt,-3.0
LV,79.0,741.0,4,1.0,10,run,3.0
LV,80.0,700.0,4,2.0,11,pass,3.0
LV,80.0,696.0,4,3.0,11,pass,3.0
LV,80.0,691.0,4,4.0,11,punt,3.0
KC,73.0,684.0,4,1.0,10,pass,-3.0
KC,73.0,678.0,4,2.0,10,pass,-3.0
KC,71.0,635.0,4,3.0,8,pass,-3.0
KC,71.0,628.0,4,4.0,8,punt,-3.0
LV,87.0,620.0,4,1.0,10,pass,3.0
LV,81.0,578.0,4,2.0,4,run,3.0
LV,70.0,545.0,4,1.0,10,run,3.0
LV,64.0,502.0,4,2.0,4,run,3.0
LV,59.0,459.0,4,1.0,10,pass,3.0
LV,54.0,416.0,4,2.0,5,run,3.0
LV,54.0,371.0,4,3.0,5,pass,3.0
LV,54.0,366.0,4,4.0,5,punt,3.0
KC,94.0,356.0,4,1.0,10,run,-3.0
KC,93.0,322.0,4,2.0,9,run,-3.0
KC,90.0,282.0,4,3.0,6,pass,-3.0
LV,20.0,277.0,4,,0,kickoff,5.0
KC,21.0,270.0,4,1.0,10,pass,-5.0
KC,21.0,265.0,4,2.0,10,pass,-5.0
KC,24.0,222.0,4,3.0,13,no_play,-5.0
KC,29.0,222.0,4,3.0,18,pass,-5.0
KC,29.0,217.0,4,4.0,18,field_goal,-5.0
LV,35.0,213.0,4,,0,kickoff,2.0
LV,74.0,208.0,4,1.0,10,run,2.0
,,203.0,4,,0,no_play,
LV,74.0,203.0,4,2.0,10,pass,2.0
LV,74.0,197.0,4,3.0,10,pass,2.0
LV,79.0,156.0,4,4.0,15,punt,2.0
KC,74.0,143.0,4,1.0,10,pass,-2.0
KC,23.0,120.0,4,1.0,10,run,-2.0
,,115.0,4,,0,no_play,
KC,19.0,115.0,4,2.0,6,run,-2.0
,,110.0,4,,0,no_play,
KC,16.0,110.0,4,3.0,3,pass,-2.0
,,65.0,4,,0,no_play,
KC,23.0,65.0,4,4.0,10,field_goal,-2.0
LV,35.0,61.0,4,,0,kickoff,-1.0
LV,68.0,55.0,4,1.0,10,pass,-1.0
LV,47.0,36.0,4,1.0,10,pass,-1.0
LV,47.0,32.0,4,2.0,10,pass,-1.0
,,17.0,4,,0,no_play,
LV,42.0,17.0,4,3.0,5,pass,-1.0
LV,42.0,13.0,4,4.0,5,field_goal,-1.0
KC,35.0,8.0,4,,0,kickoff,-2.0
KC,65.0,8.0,4,1.0,10,pass,-2.0
KC,65.0,4.0,4,2.0,10,pass,-2.0
KC,,0.0,4,,0,,-2.0
,,3600.0,1,,0,,
LAC,35.0,3600.0,1,,0,kickoff,0.0
LAC,72.0,3596.0,1,1.0,10,pass,0.0
LAC,72.0,3589.0,1,2.0,10,pass,0.0
,,3549.0,1,,0,no_play,
LAC,66.0,3549.0,1,3.0,4,pass,0.0
LAC,66.0,3546.0,1,4.0,4,punt,0.0
DEN,87.0,3538.0,1,1.0,10,run,0.0
DEN,81.0,3498.0,1,2.0,4,run,0.0
DEN,80.0,3456.0,1,3.0,3,run,0.0
DEN,74.0,3414.0,1,1.0,10,run,0.0
DEN,70.0,3373.0,1,2.0,6,pass,0.0
DEN,70.0,3367.0,1,3.0,6,pass,0.0
DEN,61.0,3335.0,1,1.0,10,run,0.0
DEN,39.0,3296.0,1,1.0,10,run,0.0
DEN,32.0,3252.0,1,2.0,3,run,0.0
DEN,27.0,3211.0,1,1.0,10,run,0.0
DEN,16.0,3165.0,1,1.0,10,run,0.0
DEN,6.0,3121.0,1,1.0,6,run,0.0
DEN,5.0,3078.0,1,2.0,5,pass,0.0
DEN,3.0,3054.0,1,3.0,3,run,0.0
DEN,6.0,3009.0,1,4.0,6,field_goal,0.0
LAC,35.0,3006.0,1,,0,kickoff,-3.0
LAC,65.0,3006.0,1,1.0,10,run,-3.0
LAC,63.0,2967.0,1,2.0,8,run,-3.0
LAC,60.0,2930.0,1,3.0,5,pass,-3.0
DEN,15.0,2919.0,1,,0,extra_point,9.0
LAC,35.0,2919.0,1,,0,kickoff,-10.0
LAC,70.0,2916.0,1,1.0,10,run,-10.0
LAC,58.0,2877.0,1,1.0,10,run,-10.0
LAC,58.0,2835.0,1,2.0,10,pass,-10.0
LAC,58.0,2829.0,1,3.0,10,pass,-10.0
LAC,58.0,2824.0,1,4.0,10,punt,-10.0
DEN,80.0,2815.0,1,1.0,10,run,10.0
DEN,78.0,2772.0,1,2.0,8,run,10.0
DEN,75.0,2745.0,1,3.0,5,pass,10.0
DEN,75.0,2741.0,1,4.0,5,punt,10.0
LAC,79.0,2730.0,1,1.0,10,pass,-10.0
LAC,79.0,2725.0,1,2.0,10,run,-10.0
LAC,,2700.0,1,,0,,-10.0
LAC,70.0,2700.0,2,3.0,1,run,-10.0
LAC,70.0,2659.0,2,4.0,1,punt,-10.0
DEN,84.0,2651.0,2,1.0,10,run,10.0
DEN,83.0,2613.0,2,2.0,9,run,10.0
DEN,87.0,2575.0,2,3.0,13,pass,10.0
DEN,71.0,2532.0,2,1.0,10,pass,10.0
DEN,76.0,2491.0,2,2.0,15,pass,10.0
DEN,76.0,2486.0,2,3.0,15,pass,10.0
DEN,69.0,2438.0,2,4.0,8,punt,10.0
LAC,73.0,2425.0,2,1.0,10,run,-10.0
LAC,69.0,2389.0,2,2.0,6,pass,-10.0
LAC,69.0,2385.0,2,3.0,6,pass,-10.0
LAC,52.0,2342.0,2,1.0,10,pass,-10.0
LAC,64.0,2298.0,2,2.0,22,pass,-10.0
LAC,57.0,2256.0,2,3.0,15,pass,-10.0
LAC,54.0,2214.0,2,4.0,12,punt,-10.0
DEN,86.0,2206.0,2,1.0,10,pass,10.0
DEN,83.0,2167.0,2,2.0,7,run,10.0
DEN,80.0,2147.0,2,3.0,4,run,10.0
DEN,69.0,2105.0,2,1.0,10,no_play,10.0
DEN,74.0,2072.0,2,1.0,15,run,10.0
DEN,74.0,2031.0,2,2.0,15,pass,10.0
DEN,74.0,2026.0,2,3.0,15,pass,10.0
DEN,73.0,1983.0,2,4.0,14,punt,10.0
LAC,63.0,1976.0,2,1.0,10,run,-10.0
LAC,52.0,1938.0,2,1.0,10,pass,-10.0
LAC,50.0,1920.0,2,2.0,8,pass,-10.0
,,1915.0,2,,0,no_play,
LAC,48.0,1915.0,2,3.0,6,pass,-10.0
LAC,43.0,1890.0,2,4.0,1,run,-10.0
LAC,40.0,1854.0,2,1.0,10,no_play,-10.0
LAC,45.0,1839.0,2,1.0,15,pass,-10.0
LAC,39.0,1833.0,2,2.0,9,pass,-10.0
,,1828.0,2,,0,no_play,
LAC,33.0,1828.0,2,3.0,3,pass,-10.0
LAC,25.0,1816.0,2,1.0,10,qb_spike,-10.0
LAC,25.0,1815.0,2,2.0,10,pass,-10.0
LAC,25.0,1811.0,2,3.0,10,no_play,-10.0
LAC,30.0,1811.0,2,3.0,15,pass,-10.0
,,1806.0,2,,0,no_play,
LAC,12.0,1806.0,2,1.0,10,field_goal,-10.0
DEN,35.0,1803.0,2,,0,kickoff,7.0
DEN,65.0,1803.0,2,1.0,10,qb_kneel,7.0
,,1800.0,2,,0,,
DEN,35.0,1800.0,3,,0,kickoff,7.0
DEN,65.0,1800.0,3,1.0,10,pass,7.0
DEN,65.0,1797.0,3,2.0,10,run,7.0
DEN,59.0,1760.0,3,3.0,4,pass,7.0
DEN,59.0,1756.0,3,4.0,4,punt,7.0
LAC,88.0,1748.0,3,1.0,10,run,-7.0
LAC,86.0,1714.0,3,2.0,8,pass,-7.0
LAC,86.0,1707.0,3,3.0,8,pass,-7.0
LAC,86.0,1701.0,3,4.0,8,punt,-7.0
DEN,60.0,1691.0,3,1.0,10,run,7.0
DEN,53.0,1649.0,3,2.0,3,run,7.0
DEN,45.0,1605.0,3,1.0,10,pass,7.0
DEN,8.0,1560.0,3,1.0,8,run,7.0
DEN,8.0,1518.0,3,2.0,8,pass,7.0
DEN,8.0,1514.0,3,3.0,8,pass,7.0
DEN,8.0,1510.0,3,4.0,8,field_goal,7.0
LAC,35.0,1507.0,3,,0,kickoff,-10.0
LAC,69.0,1502.0,3,1.0,10,run,-10.0
LAC,66.0,1458.0,3,2.0,7,run,-10.0
LAC,64.0,1418.0,3,3.0,5,pass,-10.0
LAC,59.0,1405.0,3,1.0,10,run,-10.0
LAC,55.0,1362.0,3,2.0,6,run,-10.0
LAC,57.0,1316.0,3,3.0,8,pass,-10.0
LAC,65.0,1279.0,3,4.0,16,punt,-10.0
DEN,55.0,1266.0,3,1.0,10,pass,10.0
DEN,62.0,1222.0,3,2.0,17,pass,10.0
DEN,53.0,1175.0,3,3.0,8,pass,10.0
DEN,48.0,1120.0,3,4.0,3,punt,10.0
LAC,80.0,1111.0,3,1.0,10,run,-10.0
LAC,73.0,1072.0,3,2.0,3,run,-10.0
LAC,71.0,1035.0,3,3.0,1,run,-10.0
LAC,69.0,995.0,3,1.0,10,pass,-10.0
LAC,69.0,991.0,3,2.0,10,run,-10.0
LAC,67.0,949.0,3,3.0,8,pass,-10.0
LAC,67.0,945.0,3,4.0,8,punt,-10.0
DEN,81.0,937.0,3,1.0,10,run,10.0
DEN,,900.0,3,,0,,10.0
DEN,79.0,900.0,4,2.0,8,pass,10.0
DEN,72.0,860.0,4,3.0,1,run,10.0
DEN,73.0,816.0,4,4.0,2,punt,10.0
LAC,76.0,809.0,4,1.0,10,pass,-10.0
DEN,20.0,801.0,4,1.0,10,pass,10.0
DEN,20.0,797.0,4,2.0,10,run,10.0
,,749.0,4,,0,no_play,
DEN,21.0,749.0,4,3.0,11,pass,10.0
DEN,22.0,709.0,4,4.0,12,field_goal,10.0
LAC,35.0,705.0,4,,0,kickoff,-13.0
LAC,65.0,705.0,4,1.0,10,no_play,-13.0
LAC,70.0,685.0,4,1.0,15,pass,-13.0
LAC,70.0,680.0,4,2.0,15,pass,-13.0
LAC,62.0,636.0,4,3.0,7,no_play,-13.0
LAC,67.0,636.0,4,3.0,12,run,-13.0
LAC,45.0,594.0,4,1.0,10,pass,-13.0
LAC,53.0,550.0,4,2.0,18,pass,-13.0
LAC,52.0,528.0,4,3.0,17,run,-13.0
LAC,42.0,482.0,4,4.0,7,pass,-13.0
DEN,56.0,477.0,4,1.0,10,pass,13.0
DEN,39.0,435.0,4,1.0,10,run,13.0
DEN,35.0,395.0,4,2.0,6,run,13.0
DEN,35.0,349.0,4,3.0,6,pass,13.0
DEN,23.0,306.0,4,1.0,10,run,13.0
DEN,22.0,255.0,4,2.0,9,pass,13.0
DEN,11.0,207.0,4,1.0,10,run,13.0
,,201.0,4,,0,no_play,
DEN,5.0,201.0,4,2.0,4,pass,13.0
,,193.0,4,,0,no_play,
DEN,9.0,193.0,4,3.0,8,pass,13.0
,,146.0,4,,0,no_play,
DEN,4.0,146.0,4,4.0,3,field_goal,13.0
LAC,35.0,143.0,4,,0,kickoff,-16.0
,,143.0,4,,0,no_play,
LAC,65.0,143.0,4,1.0,10,pass,-16.0
LAC,65.0,138.0,4,2.0,10,pass,-16.0
LAC,65.0,132.0,4,3.0,10,pass,-16.0
LAC,59.0,120.0,4,4.0,4,run,-16.0
LAC,44.0,113.0,4,1.0,10,pass,-16.0
LAC,38.0,93.0,4,2.0,4,pass,-16.0
LAC,38.0,89.0,4,3.0,4,pass,-16.0
LAC,34.0,68.0,4,1.0,10,qb_spike,-16.0
LAC,34.0,67.0,4,2.0,10,pass,-16.0
LAC,34.0,62.0,4,3.0,10,pass,-16.0
LAC,34.0,58.0,4,4.0,10,pass,-16.0
LAC,22.0,54.0,4,1.0,10,pass,-16.0
LAC,6.0,39.0,4,1.0,6,qb_spike,-16.0
LAC,6.0,38.0,4,2.0,6,no_play,-16.0
LAC,11.0,33.0,4,2.0,11,pass,-16.0
LAC,11.0,29.0,4,3.0,11,pass,-16.0
,,22.0,4,,0,no_play,
LAC,11.0,22.0,4,4.0,11,pass,-16.0
DEN,89.0,16.0,4,1.0,10,qb_kneel,16.0
DEN,,0.0,4,,0,,16.0
,,3600.0,1,,0,,
NE,35.0,3600.0,1,,0,kickoff,0.0
NE,70.0,3595.0,1,1.0,10,run,0.0
NE,61.0,3547.0,1,2.0,1,run,0.0
NE,5.0,3498.0,1,1.0,5,run,0.0
NE,15.0,3494.0,1,,0,extra_point,6.0
MIA,35.0,3494.0,1,,0,kickoff,-7.0
MIA,65.0,3494.0,1,1.0,10,run,-7.0
MIA,56.0,3453.0,1,2.0,1,pass,-7.0
MIA,52.0,3411.0,1,1.0,10,run,-7.0
MIA,52.0,3373.0,1,2.0,10,pass,-7.0
MIA,48.0,3329.0,1,3.0,6,pass,-7.0
MIA,28.0,3287.0,1,1.0,10,run,-7.0
MIA,26.0,3249.0,1,2.0,8,pass,-7.0
MIA,19.0,3208.0,1,3.0,1,run,-7.0
MIA,17.0,3173.0,1,1.0,10,run,-7.0
MIA,9.0,3137.0,1,2.0,2,run,-7.0
MIA,15.0,3094.0,1,3.0,8,pass,-7.0
MIA,8.0,3057.0,1,4.0,1,pass,-7.0
NE,92.0,3050.0,1,1.0,10,run,7.0
NE,85.0,3011.0,1,2.0,3,pass,7.0
NE,74.0,2975.0,1,1.0,10,run,7.0
NE,69.0,2940.0,1,2.0,5,run,7.0
NE,70.0,2906.0,1,3.0,6,run,7.0
NE,63.0,2861.0,1,1.0,10,pass,7.0
NE,28.0,2816.0,1,1.0,10,run,7.0
NE,7.0,2797.0,1,1.0,7,run,7.0
NE,2.0,2757.0,1,2.0,2,run,7.0
NE,15.0,2755.0,1,,0,extra_point,13.0
MIA,35.0,2755.0,1,,0,kickoff,-14.0
MIA,65.0,2755.0,1,1.0,10,pass,-14.0
MIA,46.0,2716.0,1,1.0,10,run,-14.0
MIA,,2700.0,1,,0,,-14.0
MIA,40.0,2700.0,2,2.0,4,run,-14.0
MIA,26.0,2666.0,2,1.0,10,pass,-14.0
MIA,18.0,2627.0,2,2.0,2,run,-14.0
MIA,12.0,2587.0,2,1.0,10,run,-14.0
MIA,5.0,2543.0,2,2.0,3,run,-14.0
MIA,3.0,2500.0,2,3.0,1,run,-14.0
MIA,1.0,2458.0,2,1.0,1,run,-14.0
MIA,2.0,2418.0,2,2.0,2,pass,-14.0
MIA,15.0,2414.0,2,,0,extra_point,-8.0
NE,35.0,2414.0,2,,0,kickoff,7.0
NE,65.0,2414.0,2,1.0,10,pass,7.0
NE,65.0,2411.0,2,2.0,10,pass,7.0
NE,65.0,2401.0,2,3.0,10,pass,7.0
NE,65.0,2394.0,2,4.0,10,punt,7.0
MIA,89.0,2380.0,2,1.0,10,run,-7.0
MIA,83.0,2341.0,2,2.0,4,run,-7.0
MIA,80.0,2304.0,2,3.0,1,run,-7.0
MIA,81.0,2265.0,2,4.0,2,punt,-7.0
NE,69.0,2253.0,2,1.0,10,run,7.0
NE,67.0,2215.0,2,2.0,8,run,7.0
NE,61.0,2173.0,2,3.0,2,no_play,7.0
NE,66.0,2153.0,2,3.0,7,pass,7.0
,,2104.0,2,,0,no_play,
NE,60.0,2104.0,2,4.0,1,run,7.0
MIA,39.0,2102.0,2,1.0,10,no_play,-7.0
MIA,49.0,2079.0,2,1.0,20,run,-7.0
NE,37.0,2067.0,2,1.0,10,run,7.0
NE,30.0,2031.0,2,2.0,3,run,7.0
NE,24.0,1991.0,2,1.0,10,pass,7.0
,,1947.0,2,,0,no_play,
NE,17.0,1947.0,2,2.0,3,no_play,7.0
NE,27.0,1922.0,2,2.0,13,no_play,7.0
NE,22.0,1920.0,2,2.0,8,pass,7.0
,,1915.0,2,,0,no_play,
NE,19.0,1915.0,2,3.0,5,no_play,7.0
NE,29.0,1910.0,2,3.0,15,pass,7.0
,,1902.0,2,,0,no_play,
NE,20.0,1902.0,2,4.0,6,field_goal,7.0
MIA,40.0,1891.0,2,1.0,10,pass,-7.0
MIA,40.0,1888.0,2,2.0,10,pass,-7.0
,,1882.0,2,,0,no_play,
MIA,47.0,1882.0,2,3.0,17,pass,-7.0
,,1832.0,2,,0,no_play,
MIA,34.0,1832.0,2,4.0,4,field_goal,-7.0
NE,35.0,1828.0,2,,0,kickoff,4.0
NE,68.0,1824.0,2,1.0,10,pass,4.0
NE,55.0,1819.0,2,1.0,10,run,4.0
NE,41.0,1811.0,2,1.0,10,pass,4.0
NE,41.0,1803.0,2,2.0,10,field_goal,4.0
,,1800.0,2,,0,,
MIA,35.0,1800.0,3,,0,kickoff,-7.0
MIA,65.0,1800.0,3,1.0,10,no_play,-7.0
MIA,38.0,1795.0,3,1.0,10,no_play,-7.0
MIA,43.0,1795.0,3,1.0,15,run,-7.0
MIA,50.0,1751.0,3,2.0,22,pass,-7.0
MIA,45.0,1707.0,3,3.0,17,pass,-7.0
MIA,25.0,1666.0,3,1.0,10,run,-7.0
MIA,16.0,1639.0,3,2.0,1,run,-7.0
MIA,13.0,1604.0,3,1.0,10,pass,-7.0
NE,80.0,1598.0,3,1.0,10,pass,7.0
NE,51.0,1556.0,3,1.0,10,run,7.0
NE,48.0,1518.0,3,2.0,7,run,7.0
NE,42.0,1473.0,3,3.0,1,run,7.0
NE,22.0,1436.0,3,1.0,10,run,7.0
NE,16.0,1397.0,3,2.0,4,run,7.0
NE,15.0,1354.0,3,3.0,3,pass,7.0
NE,15.0,1350.0,3,,0,extra_point,13.0
MIA,35.0,1350.0,3,,0,kickoff,-14.0
MIA,70.0,1342.0,3,1.0,10,run,-14.0
MIA,69.0,1305.0,3,2.0,9,run,-14.0
MIA,66.0,1267.0,3,3.0,6,pass,-14.0
MIA,58.0,1221.0,3,1.0,10,pass,-14.0
MIA,58.0,1217.0,3,2.0,10,pass,-14.0
MIA,58.0,1212.0,3,3.0,10,pass,-14.0
MIA,64.0,1171.0,3,4.0,16,punt,-14.0
NE,63.0,1164.0,3,1.0,10,pass,14.0
NE,47.0,1124.0,3,1.0,10,pass,14.0
NE,41.0,1087.0,3,2.0,4,run,14.0
NE,35.0,1045.0,3,1.0,10,run,14.0
NE,15.0,1038.0,3,,0,extra_point,20.0
MIA,35.0,1038.0,3,,0,kickoff,-21.0
MIA,74.0,1032.0,3,1.0,10,pass,-21.0
MIA,74.0,1026.0,3,2.0,10,pass,-21.0
MIA,72.0,976.0,3,3.0,8,pass,-21.0
MIA,75.0,947.0,3,4.0,11,punt,-21.0
NE,51.0,939.0,3,1.0,10,pass,21.0
NE,,900.0,3,,0,,21.0
NE,17.0,900.0,4,1.0,10,pass,21.0
NE,12.0,856.0,4,2.0,5,pass,21.0
NE,10.0,809.0,4,3.0,3,run,21.0
NE,2.0,764.0,4,1.0,2,run,21.0
NE,15.0,759.0,4,,0,extra_point,27.0
MIA,35.0,759.0,4,,0,kickoff,-28.0
MIA,65.0,759.0,4,1.0,10,run,-28.0
MIA,64.0,732.0,4,2.0,9,run,-28.0
MIA,73.0,705.0,4,3.0,18,pass,-28.0
MIA,74.0,668.0,4,4.0,19,punt,-28.0
NE,68.0,661.0,4,1.0,10,pass,28.0
NE,65.0,630.0,4,2.0,7,run,28.0
NE,65.0,585.0,4,3.0,7,pass,28.0
NE,65.0,579.0,4,4.0,7,punt,28.0
MIA,95.0,566.0,4,1.0,10,pass,-28.0
MIA,79.0,524.0,4,1.0,10,pass,-28.0
MIA,79.0,519.0,4,2.0,10,pass,-28.0
MIA,76.0,511.0,4,3.0,7,pass,-28.0
MIA,80.0,474.0,4,4.0,11,punt,-28.0
NE,69.0,467.0,4,1.0,10,run,28.0
NE,67.0,423.0,4,2.0,8,run,28.0
NE,62.0,378.0,4,3.0,3,run,28.0
NE,60.0,355.0,4,4.0,1,punt,28.0
MIA,83.0,345.0,4,1.0,10,run,-28.0
MIA,82.0,305.0,4,2.0,9,pass,-28.0
MIA,82.0,301.0,4,3.0,9,pass,-28.0
MIA,82.0,298.0,4,4.0,9,punt,-28.0
NE,64.0,288.0,4,1.0,10,run,28.0
NE,62.0,241.0,4,2.0,8,run,28.0
NE,59.0,194.0,4,3.0,5,no_play,28.0
NE,44.0,189.0,4,1.0,10,run,28.0
NE,43.0,144.0,4,2.0,9,pass,28.0
NE,43.0,120.0,4,3.0,9,pass,28.0
NE,23.0,71.0,4,1.0,10,qb_kneel,28.0
NE,24.0,40.0,4,2.0,11,qb_kneel,28.0
NE,,0.0,4,,0,,28.0
,,3600.0,1,,0,,
ATL,35.0,3600.0,1,,0,kickoff,0.0
ATL,75.0,3594.0,1,1.0,10,run,0.0
ATL,72.0,3556.0,1,2.0,7,run,0.0
ATL,68.0,3523.0,1,3.0,3,pass,0.0
ATL,77.0,3488.0,1,4.0,12,punt,0.0
NO,81.0,3470.0,1,1.0,10,pass,0.0
ATL,39.0,3459.0,1,1.0,10,pass,0.0
ATL,42.0,3416.0,1,2.0,13,run,0.0
ATL,44.0,3377.0,1,3.0,15,pass,0.0
ATL,32.0,3335.0,1,4.0,3,pass,0.0
ATL,23.0,3295.0,1,1.0,10,run,0.0
ATL,20.0,3253.0,1,2.0,7,pass,0.0
ATL,14.0,3232.0,1,3.0,1,run,0.0
ATL,12.0,3190.0,1,1.0,10,pass,0.0
NO,86.0,3186.0,1,1.0,10,run,0.0
NO,87.0,3152.0,1,2.0,11,pass,0.0
NO,84.0,3122.0,1,3.0,8,pass,0.0
NO,77.0,3079.0,1,4.0,1,punt,0.0
ATL,73.0,3069.0,1,1.0,10,pass,0.0
ATL,73.0,3062.0,1,2.0,10,no_play,0.0
ATL,68.0,3055.0,1,1.0,10,run,0.0
ATL,67.0,3017.0,1,2.0,9,run,0.0
ATL,63.0,2976.0,1,3.0,5,pass,0.0
ATL,63.0,2972.0,1,4.0,5,punt,0.0
NO,89.0,2960.0,1,1.0,10,run,0.0
NO,87.0,2920.0,1,2.0,8,pass,0.0
NO,87.0,2915.0,1,3.0,8,pass,0.0
NO,87.0,2911.0,1,4.0,8,punt,0.0
ATL,5.0,2898.0,1,1.0,5,no_play,0.0
,,2893.0,1,,0,no_play,
ATL,15.0,2893.0,1,1.0,15,pass,0.0
ATL,15.0,2889.0,1,2.0,15,pass,0.0
ATL,15.0,2882.0,1,,0,extra_point,6.0
NO,35.0,2882.0,1,,0,kickoff,-7.0
NO,74.0,2876.0,1,1.0,10,pass,-7.0
NO,66.0,2852.0,1,2.0,2,run,-7.0
NO,66.0,2809.0,1,3.0,2,pass,-7.0
NO,38.0,2779.0,1,1.0,10,pass,-7.0
NO,39.0,2738.0,1,2.0,11,pass,-7.0
NO,,2700.0,1,,0,,-7.0
NO,46.0,2700.0,2,3.0,18,no_play,-7.0
NO,51.0,2700.0,2,3.0,23,pass,-7.0
NO,38.0,2658.0,2,4.0,10,field_goal,-7.0
ATL,53.0,2653.0,2,1.0,10,run,7.0
ATL,56.0,2613.0,2,2.0,13,run,7.0
ATL,48.0,2566.0,2,3.0,5,pass,7.0
ATL,37.0,2522.0,2,1.0,10,run,7.0
ATL,25.0,2474.0,2,1.0,10,pass,7.0
ATL,22.0,2433.0,2,2.0,7,pass,7.0
ATL,22.0,2428.0,2,3.0,7,pass,7.0
