posteam,yardline_100,game_seconds_remaining,qtr,down,ydstogo,play_type,score_differential
,,3600.0,1,,0,,
ARI,35.0,3600.0,1,,0,kickoff,0.0
ARI,78.0,3596.0,1,1.0,10,run,0.0
ARI,75.0,3558.0,1,2.0,7,pass,0.0
ARI,64.0,3520.0,1,1.0,10,pass,0.0
ARI,75.0,3477.0,1,2.0,21,run,0.0
ARI,77.0,3434.0,1,3.0,23,run,0.0
ARI,76.0,3399.0,1,4.0,22,punt,0.0
NO,77.0,3387.0,1,1.0,10,run,0.0
NO,74.0,3355.0,1,2.0,7,pass,0.0
NO,74.0,3351.0,1,3.0,7,pass,0.0
NO,74.0,3346.0,1,4.0,7,punt,0.0
ARI,66.0,3334.0,1,1.0,10,pass,0.0
ARI,61.0,3306.0,1,2.0,5,run,0.0
ARI,48.0,3268.0,1,1.0,10,run,0.0
ARI,47.0,3235.0,1,2.0,9,pass,0.0
ARI,47.0,3191.0,1,3.0,9,no_play,0.0
ARI,34.0,3185.0,1,1.0,10,no_play,0.0
ARI,39.0,3185.0,1,1.0,15,pass,0.0
ARI,39.0,3142.0,1,2.0,15,run,0.0
ARI,27.0,3098.0,1,3.0,3,pass,0.0
ARI,22.0,3058.0,1,1.0,10,run,0.0
ARI,19.0,3017.0,1,2.0,7,pass,0.0
ARI,19.0,3014.0,1,3.0,7,no_play,0.0
ARI,24.0,3014.0,1,3.0,12,pass,0.0
ARI,24.0,3007.0,1,4.0,12,field_goal,0.0
NO,35.0,3003.0,1,,0,kickoff,-3.0
NO,75.0,2996.0,1,1.0,10,pass,-3.0
NO,64.0,2973.0,1,1.0,10,run,-3.0
NO,62.0,2954.0,1,2.0,8,pass,-3.0
NO,49.0,2919.0,1,1.0,10,no_play,-3.0
NO,54.0,2893.0,1,1.0,15,run,-3.0
NO,44.0,2853.0,1,2.0,5,no_play,-3.0
NO,54.0,2831.0,1,2.0,15,no_play,-3.0
NO,49.0,2821.0,1,1.0,10,run,-3.0
NO,40.0,2781.0,1,2.0,1,run,-3.0
NO,38.0,2744.0,1,1.0,10,no_play,-3.0
NO,43.0,2740.0,1,1.0,15,run,-3.0
NO,37.0,2711.0,1,2.0,9,pass,-3.0
NO,,2700.0,1,,0,,-3.0
NO,25.0,2700.0,2,1.0,10,pass,-3.0
NO,18.0,2666.0,2,2.0,3,run,-3.0
NO,15.0,2660.0,2,,0,extra_point,3.0
ARI,35.0,2660.0,2,,0,kickoff,-4.0
ARI,65.0,2660.0,2,1.0,10,pass,-4.0
ARI,59.0,2621.0,2,2.0,4,pass,-4.0
ARI,14.0,2585.0,2,1.0,10,run,-4.0
ARI,10.0,2543.0,2,2.0,6,run,-4.0
ARI,6.0,2499.0,2,3.0,2,run,-4.0
ARI,3.0,2456.0,2,1.0,3,no_play,-4.0
ARI,1.0,2449.0,2,1.0,1,run,-4.0
ARI,1.0,2410.0,2,2.0,1,pass,-4.0
ARI,15.0,2405.0,2,,0,extra_point,2.0
NO,35.0,2405.0,2,,0,kickoff,-3.0
NO,55.0,2398.0,2,1.0,10,run,-3.0
NO,51.0,2378.0,2,2.0,6,pass,-3.0
NO,46.0,2347.0,2,3.0,1,no_play,-3.0
NO,50.0,2326.0,2,3.0,5,pass,-3.0
NO,40.0,2295.0,2,1.0,10,run,-3.0
NO,35.0,2270.0,2,2.0,5,pass,-3.0
NO,31.0,2231.0,2,3.0,1,run,-3.0
NO,23.0,2188.0,2,1.0,10,run,-3.0
NO,21.0,2150.0,2,2.0,8,pass,-3.0
NO,21.0,2142.0,2,3.0,8,pass,-3.0
NO,18.0,2102.0,2,4.0,5,field_goal,-3.0
ARI,35.0,2098.0,2,,0,kickoff,0.0
ARI,71.0,2093.0,2,1.0,10,pass,0.0
ARI,71.0,2089.0,2,2.0,10,pass,0.0
ARI,71.0,2086.0,2,3.0,10,pass,0.0
ARI,60.0,2050.0,2,1.0,10,run,0.0
ARI,43.0,2029.0,2,1.0,10,no_play,0.0
ARI,53.0,2008.0,2,1.0,20,pass,0.0
ARI,56.0,1969.0,2,2.0,23,pass,0.0
ARI,45.0,1927.0,2,3.0,12,pass,0.0
ARI,20.0,1920.0,2,1.0,10,no_play,0.0
ARI,15.0,1917.0,2,1.0,5,run,0.0
ARI,8.0,1876.0,2,1.0,8,pass,0.0
ARI,4.0,1832.0,2,2.0,4,pass,0.0
ARI,15.0,1828.0,2,,0,extra_point,6.0
NO,35.0,1828.0,2,,0,kickoff,-7.0
NO,71.0,1823.0,2,1.0,10,run,-7.0
,,1800.0,2,,0,,
NO,35.0,1800.0,3,,0,kickoff,-7.0
NO,85.0,1796.0,3,1.0,10,pass,-7.0
NO,83.0,1759.0,3,2.0,8,pass,-7.0
NO,66.0,1735.0,3,1.0,10,run,-7.0
NO,65.0,1700.0,3,2.0,9,pass,-7.0
NO,63.0,1675.0,3,3.0,7,pass,-7.0
NO,69.0,1654.0,3,4.0,13,punt,-7.0
ARI,81.0,1647.0,3,1.0,10,pass,7.0
ARI,82.0,1605.0,3,2.0,11,run,7.0
ARI,30.0,1553.0,3,1.0,10,pass,7.0
ARI,30.0,1549.0,3,2.0,10,run,7.0
ARI,30.0,1502.0,3,3.0,10,pass,7.0
ARI,32.0,1461.0,3,4.0,12,field_goal,7.0
NO,35.0,1456.0,3,,0,kickoff,-10.0
NO,73.0,1449.0,3,1.0,10,pass,-10.0
NO,73.0,1445.0,3,2.0,10,pass,-10.0
NO,61.0,1418.0,3,1.0,10,run,-10.0
NO,58.0,1383.0,3,2.0,7,pass,-10.0
NO,58.0,1378.0,3,3.0,7,pass,-10.0
NO,47.0,1355.0,3,1.0,10,no_play,-10.0
NO,52.0,1345.0,3,1.0,15,pass,-10.0
NO,44.0,1323.0,3,2.0,7,pass,-10.0
NO,38.0,1295.0,3,3.0,1,run,-10.0
NO,36.0,1270.0,3,1.0,10,pass,-10.0
NO,28.0,1245.0,3,2.0,2,run,-10.0
NO,30.0,1210.0,3,3.0,4,no_play,-10.0
NO,25.0,1192.0,3,1.0,10,pass,-10.0
NO,25.0,1185.0,3,2.0,10,run,-10.0
NO,20.0,1143.0,3,3.0,5,pass,-10.0
NO,20.0,1139.0,3,4.0,5,field_goal,-10.0
ARI,72.0,1135.0,3,1.0,10,run,10.0
ARI,65.0,1097.0,3,2.0,3,pass,10.0
ARI,60.0,1071.0,3,1.0,10,pass,10.0
ARI,58.0,1041.0,3,2.0,8,run,10.0
ARI,54.0,1000.0,3,3.0,4,pass,10.0
ARI,61.0,961.0,3,4.0,11,punt,10.0
NO,73.0,953.0,3,1.0,10,run,-10.0
NO,70.0,923.0,3,2.0,7,no_play,-10.0
NO,63.0,920.0,3,1.0,10,run,-10.0
NO,,900.0,3,,0,,-10.0
NO,62.0,900.0,4,2.0,9,pass,-10.0
NO,61.0,878.0,4,3.0,8,no_play,-10.0
NO,66.0,878.0,4,3.0,13,pass,-10.0
NO,60.0,839.0,4,4.0,7,punt,-10.0
ARI,94.0,831.0,4,1.0,10,no_play,10.0
ARI,97.0,813.0,4,1.0,13,pass,10.0
ARI,97.0,809.0,4,2.0,13,run,10.0
ARI,95.0,769.0,4,3.0,11,pass,10.0
ARI,83.0,726.0,4,1.0,10,run,10.0
ARI,81.0,684.0,4,2.0,8,pass,10.0
ARI,71.0,652.0,4,1.0,10,run,10.0
ARI,60.0,608.0,4,1.0,10,pass,10.0
ARI,60.0,603.0,4,2.0,10,run,10.0
ARI,59.0,561.0,4,3.0,9,pass,10.0
ARI,59.0,556.0,4,4.0,9,punt,10.0
NO,83.0,549.0,4,1.0,10,pass,-10.0
NO,83.0,544.0,4,2.0,10,pass,-10.0
NO,83.0,541.0,4,3.0,10,no_play,-10.0
NO,88.0,541.0,4,3.0,15,pass,-10.0
NO,88.0,537.0,4,4.0,15,punt,-10.0
ARI,40.0,523.0,4,1.0,10,run,10.0
ARI,37.0,479.0,4,2.0,7,pass,10.0
ARI,33.0,434.0,4,3.0,3,pass,10.0
ARI,28.0,397.0,4,1.0,10,run,10.0
ARI,30.0,356.0,4,2.0,12,run,10.0
ARI,39.0,330.0,4,2.0,21,run,10.0
ARI,35.0,288.0,4,3.0,17,run,10.0
,,280.0,4,,0,no_play,
ARI,28.0,280.0,4,4.0,10,field_goal,10.0
NO,64.0,274.0,4,1.0,10,pass,-10.0
NO,58.0,256.0,4,2.0,4,pass,-10.0
NO,37.0,232.0,4,1.0,10,pass,-10.0
NO,32.0,209.0,4,2.0,5,pass,-10.0
NO,19.0,204.0,4,1.0,10,run,-10.0
NO,3.0,197.0,4,1.0,3,pass,-10.0
NO,3.0,193.0,4,2.0,3,run,-10.0
NO,5.0,173.0,4,3.0,5,pass,-10.0
NO,5.0,166.0,4,4.0,5,no_play,-10.0
NO,10.0,164.0,4,4.0,10,field_goal,-10.0
ARI,35.0,162.0,4,,0,kickoff,7.0
ARI,74.0,155.0,4,1.0,10,run,7.0
,,149.0,4,,0,no_play,
ARI,71.0,149.0,4,2.0,7,pass,7.0
,,143.0,4,,0,no_play,
ARI,68.0,143.0,4,3.0,4,pass,7.0
ARI,83.0,120.0,4,4.0,19,punt,7.0
NO,58.0,109.0,4,1.0,10,pass,-7.0
NO,58.0,105.0,4,2.0,10,run,-7.0
NO,49.0,85.0,4,3.0,1,pass,-7.0
NO,43.0,80.0,4,1.0,10,pass,-7.0
NO,38.0,62.0,4,2.0,5,pass,-7.0
NO,33.0,49.0,4,1.0,10,qb_spike,-7.0
NO,33.0,48.0,4,2.0,10,pass,-7.0
NO,33.0,43.0,4,3.0,10,pass,-7.0
NO,24.0,26.0,4,4.0,1,pass,-7.0
NO,18.0,14.0,4,1.0,10,qb_spike,-7.0
NO,18.0,13.0,4,2.0,10,pass,-7.0
NO,18.0,9.0,4,3.0,10,pass,-7.0
NO,18.0,4.0,4,4.0,10,pass,-7.0
NO,,0.0,4,,0,,-7.0
,,3600.0,1,,0,,
BUF,35.0,3600.0,1,,0,kickoff,0.0
BUF,50.0,3594.0,1,1.0,10,pass,0.0
BUF,42.0,3553.0,1,2.0,2,run,0.0
BUF,39.0,3513.0,1,1.0,10,run,0.0
BUF,36.0,3470.0,1,2.0,7,pass,0.0
BUF,36.0,3464.0,1,3.0,7,no_play,0.0
BUF,31.0,3464.0,1,3.0,2,run,0.0
BUF,14.0,3424.0,1,1.0,10,pass,0.0
BUF,15.0,3383.0,1,2.0,11,pass,0.0
BUF,15.0,3379.0,1,,0,extra_point,6.0
BAL,35.0,3379.0,1,,0,kickoff,-7.0
BAL,69.0,3374.0,1,1.0,10,run,-7.0
BAL,63.0,3353.0,1,2.0,4,run,-7.0
BAL,62.0,3310.0,1,3.0,3,pass,-7.0
BAL,59.0,3269.0,1,1.0,10,pass,-7.0
BAL,54.0,3235.0,1,2.0,5,run,-7.0
BAL,52.0,3199.0,1,3.0,3,run,-7.0
BAL,41.0,3157.0,1,1.0,10,pass,-7.0
BAL,28.0,3115.0,1,1.0,10,run,-7.0
BAL,27.0,3076.0,1,2.0,9,no_play,-7.0
BAL,22.0,3040.0,1,1.0,10,pass,-7.0
BAL,22.0,3032.0,1,2.0,10,run,-7.0
BAL,14.0,2995.0,1,3.0,2,no_play,-7.0
BAL,19.0,2974.0,1,3.0,7,pass,-7.0
BAL,34.0,2923.0,1,4.0,22,field_goal,-7.0
BUF,35.0,2918.0,1,,0,kickoff,4.0
BUF,65.0,2909.0,1,1.0,10,run,4.0
BUF,56.0,2866.0,1,2.0,1,run,4.0
BUF,56.0,2845.0,1,3.0,1,run,4.0
BUF,58.0,2809.0,1,4.0,3,punt,4.0
BAL,85.0,2799.0,1,1.0,10,run,-4.0
BAL,74.0,2759.0,1,1.0,10,pass,-4.0
BAL,54.0,2719.0,1,1.0,10,run,-4.0
BAL,,2700.0,1,,0,,-4.0
BAL,52.0,2700.0,2,2.0,8,pass,-4.0
BAL,47.0,2658.0,2,3.0,3,run,-4.0
BAL,30.0,2621.0,2,1.0,10,run,-4.0
BAL,15.0,2615.0,2,,0,extra_point,2.0
BUF,35.0,2615.0,2,,0,kickoff,-3.0
BUF,77.0,2609.0,2,1.0,10,pass,-3.0
BUF,77.0,2605.0,2,2.0,10,pass,-3.0
BUF,73.0,2565.0,2,3.0,6,pass,-3.0
BUF,73.0,2534.0,2,4.0,6,punt,-3.0
BAL,69.0,2523.0,2,1.0,10,pass,3.0
BAL,64.0,2482.0,2,2.0,5,run,3.0
BAL,15.0,2431.0,2,1.0,10,run,3.0
BAL,10.0,2391.0,2,2.0,5,run,3.0
BAL,15.0,2387.0,2,,0,extra_point,9.0
BUF,35.0,2387.0,2,,0,kickoff,-10.0
BUF,70.0,2381.0,2,1.0,10,run,-10.0
BUF,63.0,2340.0,2,2.0,3,run,-10.0
BUF,55.0,2295.0,2,1.0,10,pass,-10.0
BUF,55.0,2290.0,2,2.0,10,pass,-10.0
BUF,54.0,2251.0,2,3.0,9,pass,-10.0
BUF,37.0,2228.0,2,1.0,10,pass,-10.0
BUF,25.0,2188.0,2,1.0,10,run,-10.0
BUF,18.0,2146.0,2,2.0,3,run,-10.0
BUF,18.0,2108.0,2,3.0,3,pass,-10.0
BUF,12.0,2067.0,2,1.0,10,pass,-10.0
BUF,12.0,2064.0,2,2.0,10,run,-10.0
BUF,10.0,2020.0,2,3.0,8,pass,-10.0
BUF,7.0,1971.0,2,4.0,5,field_goal,-10.0
BAL,35.0,1970.0,2,,0,kickoff,7.0
BAL,54.0,1963.0,2,1.0,10,run,7.0
BAL,37.0,1923.0,2,1.0,10,run,7.0
BAL,32.0,1918.0,2,2.0,5,pass,7.0
,,1913.0,2,,0,no_play,
BAL,32.0,1913.0,2,3.0,5,pass,7.0
,,1906.0,2,,0,no_play,
BAL,17.0,1906.0,2,1.0,10,run,7.0
,,1898.0,2,,0,no_play,
BAL,32.0,1898.0,2,2.0,25,pass,7.0
,,1891.0,2,,0,no_play,
BAL,31.0,1891.0,2,3.0,24,run,7.0
BAL,31.0,1835.0,2,4.0,24,field_goal,7.0
BUF,35.0,1831.0,2,,0,kickoff,-10.0
BUF,73.0,1825.0,2,1.0,10,pass,-10.0
BUF,47.0,1808.0,2,1.0,10,qb_spike,-10.0
,,1807.0,2,,0,no_play,
BUF,47.0,1807.0,2,2.0,10,pass,-10.0
BUF,25.0,1801.0,2,1.0,10,field_goal,-10.0
,,1800.0,2,,0,,
BAL,35.0,1800.0,3,,0,kickoff,7.0
BAL,65.0,1800.0,3,1.0,10,run,7.0
BAL,62.0,1757.0,3,2.0,7,pass,7.0
BAL,62.0,1722.0,3,3.0,7,pass,7.0
BAL,23.0,1674.0,3,1.0,10,pass,7.0
BAL,15.0,1668.0,3,,0,extra_point,13.0
BUF,35.0,1668.0,3,,0,kickoff,-14.0
BUF,60.0,1668.0,3,1.0,10,run,-14.0
BUF,55.0,1635.0,3,2.0,5,run,-14.0
BUF,52.0,1595.0,3,3.0,2,run,-14.0
BUF,47.0,1554.0,3,1.0,10,run,-14.0
BUF,36.0,1509.0,3,1.0,10,pass,-14.0
BUF,36.0,1503.0,3,2.0,10,pass,-14.0
BUF,34.0,1461.0,3,3.0,8,pass,-14.0
BUF,31.0,1422.0,3,4.0,5,no_play,-14.0
BUF,4.0,1415.0,3,1.0,4,run,-14.0
BUF,2.0,1371.0,3,2.0,2,run,-14.0
BUF,15.0,1367.0,3,,0,no_play,-8.0
BUF,1.0,1367.0,3,,0,pass,-8.0
BAL,35.0,1367.0,3,,0,kickoff,8.0
BAL,67.0,1362.0,3,1.0,10,run,8.0
BAL,62.0,1324.0,3,2.0,5,run,8.0
BAL,67.0,1290.0,3,3.0,10,pass,8.0
BAL,67.0,1285.0,3,4.0,10,punt,8.0
BUF,84.0,1274.0,3,1.0,10,pass,-8.0
BUF,84.0,1232.0,3,2.0,10,no_play,-8.0
BUF,92.0,1200.0,3,2.0,18,pass,-8.0
BUF,75.0,1172.0,3,3.0,1,run,-8.0
BUF,73.0,1127.0,3,1.0,10,run,-8.0
BUF,71.0,1086.0,3,2.0,8,pass,-8.0
BUF,71.0,1080.0,3,3.0,8,pass,-8.0
BUF,71.0,1070.0,3,4.0,8,punt,-8.0
BAL,68.0,1062.0,3,1.0,10,pass,8.0
BAL,32.0,1018.0,3,1.0,10,run,8.0
BAL,29.0,974.0,3,2.0,7,pass,8.0
BAL,15.0,969.0,3,,0,extra_point,14.0
BUF,35.0,969.0,3,,0,kickoff,-15.0
BUF,84.0,963.0,3,1.0,10,run,-15.0
BUF,80.0,922.0,3,2.0,6,pass,-15.0
BUF,,900.0,3,,0,,-15.0
BUF,72.0,900.0,4,1.0,10,pass,-15.0
BUF,57.0,876.0,4,1.0,10,pass,-15.0
BUF,53.0,851.0,4,2.0,6,pass,-15.0
BUF,53.0,846.0,4,3.0,6,pass,-15.0
BUF,2.0,809.0,4,1.0,2,run,-15.0
BUF,2.0,776.0,4,2.0,2,run,-15.0
BUF,2.0,771.0,4,,0,pass,-9.0
BAL,35.0,771.0,4,,0,kickoff,9.0
BAL,65.0,765.0,4,1.0,10,pass,9.0
BAL,65.0,760.0,4,2.0,10,pass,9.0
BAL,65.0,757.0,4,3.0,10,run,9.0
BAL,46.0,710.0,4,1.0,10,run,9.0
BAL,15.0,702.0,4,,0,extra_point,15.0
BUF,35.0,702.0,4,,0,kickoff,-15.0
BUF,72.0,695.0,4,1.0,10,pass,-15.0
BUF,63.0,673.0,4,2.0,1,pass,-15.0
BUF,57.0,652.0,4,1.0,10,pass,-15.0
BUF,57.0,648.0,4,2.0,10,run,-15.0
BUF,48.0,621.0,4,3.0,1,no_play,-15.0
BUF,58.0,603.0,4,3.0,11,pass,-15.0
BUF,63.0,567.0,4,4.0,16,punt,-15.0
BAL,65.0,558.0,4,1.0,10,run,15.0
BAL,62.0,517.0,4,2.0,7,run,15.0
BAL,63.0,476.0,4,3.0,8,no_play,15.0
BAL,68.0,476.0,4,3.0,13,pass,15.0
BAL,59.0,447.0,4,4.0,4,punt,15.0
BUF,80.0,436.0,4,1.0,10,pass,-15.0
BUF,59.0,413.0,4,1.0,10,run,-15.0
BUF,53.0,377.0,4,2.0,4,pass,-15.0
BUF,44.0,355.0,4,1.0,10,pass,-15.0
BUF,44.0,352.0,4,2.0,10,pass,-15.0
BUF,37.0,307.0,4,3.0,3,no_play,-15.0
BUF,29.0,304.0,4,1.0,10,pass,-15.0
BUF,18.0,299.0,4,1.0,10,pass,-15.0
BUF,18.0,293.0,4,2.0,10,pass,-15.0
BUF,18.0,288.0,4,3.0,10,pass,-15.0
BUF,10.0,245.0,4,4.0,2,pass,-15.0
BUF,15.0,236.0,4,,0,extra_point,-9.0
BAL,35.0,236.0,4,,0,kickoff,8.0
BAL,72.0,230.0,4,1.0,10,run,8.0
BAL,59.0,190.0,4,1.0,10,run,8.0
BUF,30.0,186.0,4,1.0,10,pass,-8.0
BUF,1.0,162.0,4,1.0,1,run,-8.0
BUF,1.0,126.0,4,2.0,1,run,-8.0
BUF,1.0,120.0,4,3.0,1,run,-8.0
BUF,2.0,118.0,4,,0,pass,-2.0
BAL,35.0,118.0,4,,0,kickoff,2.0
BAL,69.0,111.0,4,1.0,10,run,2.0
,,105.0,4,,0,no_play,
BAL,68.0,105.0,4,2.0,9,run,2.0
,,100.0,4,,0,no_play,
BAL,68.0,100.0,4,3.0,9,pass,2.0
,,93.0,4,,0,no_play,
BAL,62.0,93.0,4,4.0,3,punt,2.0
BUF,80.0,86.0,4,1.0,10,pass,-2.0
BUF,74.0,65.0,4,2.0,4,pass,-2.0
BUF,66.0,60.0,4,1.0,10,run,-2.0
BUF,61.0,53.0,4,2.0,5,no_play,-2.0
BUF,66.0,53.0,4,2.0,10,pass,-2.0
BUF,34.0,46.0,4,1.0,10,pass,-2.0
,,38.0,4,,0,no_play,
BUF,9.0,38.0,4,1.0,9,qb_kneel,-2.0
,,35.0,4,,0,no_play,
BUF,11.0,35.0,4,2.0,11,qb_kneel,-2.0
,,33.0,4,,0,no_play,
BUF,12.0,33.0,4,3.0,12,qb_kneel,-2.0
BUF,14.0,3.0,4,4.0,14,field_goal,-2.0
BUF,,0.0,4,,0,,1.0
,,3600.0,1,,0,,
JAX,35.0,3600.0,1,,0,kickoff,0.0
JAX,72.0,3596.0,1,1.0,10,pass,0.0
JAX,72.0,3591.0,1,2.0,10,pass,0.0
JAX,63.0,3568.0,1,3.0,1,run,0.0
JAX,63.0,3527.0,1,4.0,1,run,0.0
JAX,59.0,3486.0,1,1.0,10,no_play,0.0
JAX,69.0,3463.0,1,1.0,20,pass,0.0
JAX,69.0,3458.0,1,2.0,20,pass,0.0
JAX,59.0,3423.0,1,3.0,10,pass,0.0
JAX,35.0,3398.0,1,1.0,10,no_play,0.0
JAX,45.0,3374.0,1,1.0,20,run,0.0
JAX,35.0,3332.0,1,2.0,10,pass,0.0
JAX,19.0,3289.0,1,1.0,10,pass,0.0
JAX,31.0,3281.0,1,2.0,22,pass,0.0
JAX,21.0,3234.0,1,3.0,12,pass,0.0
JAX,17.0,3198.0,1,4.0,8,field_goal,0.0
CAR,35.0,3195.0,1,,0,kickoff,-3.0
CAR,71.0,3189.0,1,1.0,10,run,-3.0
CAR,66.0,3148.0,1,2.0,5,run,-3.0
CAR,63.0,3105.0,1,3.0,2,run,-3.0
CAR,60.0,3063.0,1,1.0,10,run,-3.0
CAR,53.0,3020.0,1,2.0,3,pass,-3.0
CAR,51.0,2974.0,1,3.0,1,run,-3.0
CAR,49.0,2933.0,1,1.0,10,pass,-3.0
CAR,49.0,2928.0,1,2.0,10,pass,-3.0
CAR,46.0,2878.0,1,3.0,7,pass,-3.0
CAR,35.0,2836.0,1,1.0,10,run,-3.0
CAR,30.0,2790.0,1,2.0,5,run,-3.0
CAR,30.0,2747.0,1,3.0,5,pass,-3.0
CAR,30.0,2741.0,1,4.0,5,field_goal,-3.0
JAX,35.0,2736.0,1,,0,kickoff,0.0
JAX,78.0,2731.0,1,1.0,10,run,0.0
JAX,,2700.0,1,,0,,0.0
JAX,74.0,2700.0,2,2.0,6,pass,0.0
JAX,71.0,2656.0,2,3.0,3,pass,0.0
JAX,73.0,2615.0,2,4.0,5,punt,0.0
CAR,84.0,2606.0,2,1.0,10,run,0.0
CAR,75.0,2572.0,2,2.0,1,pass,0.0
JAX,35.0,2564.0,2,1.0,10,run,0.0
JAX,28.0,2519.0,2,2.0,3,pass,0.0
JAX,28.0,2515.0,2,3.0,3,run,0.0
JAX,21.0,2476.0,2,1.0,10,run,0.0
JAX,15.0,2439.0,2,2.0,4,run,0.0
JAX,14.0,2402.0,2,3.0,3,run,0.0
JAX,10.0,2361.0,2,1.0,10,pass,0.0
JAX,6.0,2318.0,2,2.0,6,pass,0.0
JAX,15.0,2312.0,2,,0,extra_point,6.0
,,,2,,0,,
,,,2,,0,,
CAR,35.0,2312.0,2,,0,kickoff,-7.0
CAR,78.0,2306.0,2,1.0,10,pass,-7.0
CAR,76.0,2266.0,2,2.0,8,run,-7.0
CAR,74.0,2222.0,2,3.0,6,pass,-7.0
CAR,62.0,2179.0,2,1.0,10,pass,-7.0
CAR,62.0,2173.0,2,2.0,10,pass,-7.0
CAR,63.0,2129.0,2,3.0,11,run,-7.0
CAR,41.0,2081.0,2,1.0,10,run,-7.0
CAR,39.0,2041.0,2,2.0,8,pass,-7.0
,,2035.0,2,,0,no_play,
CAR,39.0,2035.0,2,3.0,8,pass,-7.0
CAR,39.0,2031.0,2,4.0,8,punt,-7.0
JAX,91.0,2019.0,2,1.0,10,run,7.0
JAX,20.0,1966.0,2,1.0,10,run,7.0
JAX,12.0,1920.0,2,2.0,2,run,7.0
,,1915.0,2,,0,no_play,
,,1915.0,2,,0,no_play,
JAX,9.0,1915.0,2,1.0,9,run,7.0
JAX,15.0,1909.0,2,,0,extra_point,13.0
CAR,35.0,1909.0,2,,0,kickoff,-14.0
CAR,60.0,1909.0,2,1.0,10,no_play,-14.0
CAR,65.0,1903.0,2,1.0,15,run,-14.0
CAR,57.0,1883.0,2,2.0,7,pass,-14.0
CAR,39.0,1863.0,2,1.0,10,pass,-14.0
CAR,39.0,1859.0,2,2.0,10,pass,-14.0
CAR,39.0,1855.0,2,3.0,10,run,-14.0
JAX,68.0,1848.0,2,1.0,10,pass,14.0
,,1842.0,2,,0,no_play,
JAX,65.0,1842.0,2,2.0,7,pass,14.0
JAX,58.0,1829.0,2,1.0,10,pass,14.0
JAX,47.0,1814.0,2,1.0,10,qb_spike,14.0
JAX,47.0,1813.0,2,2.0,10,no_play,14.0
,,1813.0,2,,0,no_play,
JAX,52.0,1813.0,2,2.0,15,pass,14.0
,,1806.0,2,,0,no_play,
JAX,29.0,1806.0,2,1.0,10,field_goal,14.0
CAR,50.0,1801.0,2,,0,kickoff,-17.0
CAR,80.0,1801.0,2,1.0,10,qb_kneel,-17.0
,,1800.0,2,,0,,
CAR,35.0,1800.0,3,,0,kickoff,-17.0
CAR,60.0,1800.0,3,1.0,10,pass,-17.0
CAR,51.0,1754.0,3,2.0,1,run,-17.0
CAR,49.0,1714.0,3,1.0,10,run,-17.0
CAR,40.0,1668.0,3,2.0,1,run,-17.0
CAR,40.0,1627.0,3,3.0,1,no_play,-17.0
CAR,14.0,1616.0,3,1.0,10,run,-17.0
CAR,6.0,1573.0,3,2.0,2,run,-17.0
CAR,6.0,1532.0,3,3.0,2,run,-17.0
CAR,5.0,1491.0,3,4.0,1,pass,-17.0
JAX,94.0,1485.0,3,1.0,10,run,17.0
JAX,91.0,1448.0,3,2.0,7,pass,17.0
JAX,91.0,1445.0,3,3.0,7,pass,17.0
JAX,91.0,1439.0,3,4.0,7,punt,17.0
CAR,73.0,1429.0,3,1.0,10,run,-17.0
CAR,69.0,1386.0,3,2.0,6,run,-17.0
CAR,66.0,1340.0,3,3.0,3,pass,-17.0
CAR,60.0,1305.0,3,1.0,10,run,-17.0
CAR,51.0,1269.0,3,2.0,1,run,-17.0
CAR,51.0,1229.0,3,3.0,1,pass,-17.0
CAR,63.0,1192.0,3,4.0,13,punt,-17.0
JAX,86.0,1179.0,3,1.0,10,pass,17.0
JAX,86.0,1171.0,3,2.0,10,pass,17.0
JAX,86.0,1165.0,3,3.0,10,pass,17.0
JAX,69.0,1128.0,3,1.0,10,run,17.0
JAX,77.0,1104.0,3,1.0,18,no_play,17.0
JAX,87.0,1072.0,3,1.0,28,run,17.0
JAX,83.0,1032.0,3,2.0,24,pass,17.0
CAR,38.0,1020.0,3,1.0,10,pass,-17.0
CAR,38.0,1016.0,3,2.0,10,no_play,-17.0
CAR,43.0,1016.0,3,2.0,15,pass,-17.0
,,966.0,3,,0,no_play,
CAR,34.0,966.0,3,3.0,6,pass,-17.0
CAR,33.0,923.0,3,4.0,5,pass,-17.0
JAX,67.0,916.0,3,1.0,10,run,17.0
JAX,,900.0,3,,0,,17.0
JAX,65.0,900.0,4,2.0,8,pass,17.0
JAX,53.0,856.0,4,1.0,10,run,17.0
JAX,53.0,816.0,4,2.0,10,run,17.0
JAX,43.0,770.0,4,1.0,10,run,17.0
JAX,41.0,728.0,4,2.0,8,pass,17.0
JAX,35.0,689.0,4,3.0,2,run,17.0
JAX,34.0,644.0,4,4.0,1,run,17.0
JAX,31.0,599.0,4,1.0,10,pass,17.0
JAX,31.0,595.0,4,2.0,10,run,17.0
JAX,29.0,556.0,4,3.0,8,pass,17.0
JAX,19.0,514.0,4,1.0,10,run,17.0
JAX,18.0,479.0,4,2.0,9,no_play,17.0
JAX,23.0,479.0,4,2.0,14,pass,17.0
JAX,23.0,475.0,4,3.0,14,pass,17.0
JAX,18.0,432.0,4,4.0,9,field_goal,17.0
CAR,35.0,429.0,4,,0,kickoff,-20.0
CAR,80.0,429.0,4,1.0,10,pass,-20.0
CAR,59.0,405.0,4,1.0,10,pass,-20.0
CAR,50.0,382.0,4,2.0,1,run,-20.0
